user_id,profile_vector_id,name,gender,age,height_cm,religion,caste,marital_status,diet,city,state,education,income,occupation,hobby_1,hobby_2,hobby_3,about_me,preferred_gender,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_religion,preferred_caste,preferred_city,preferred_state,preferred_education,preferred_income
744,VEC_744,Logan Bali,Male,42,181,Sikh,Sc,Widowed,Eggetarian,Hyderabad,Telangana,3,4,Data Analyst,Music,Football,Swimming,Friendly And Optimistic.,Female,38,48,171,191,Muslim,Sc,Pune,Delhi,Diploma,5-10 Lpa
745,VEC_745,Nakul Babu,Male,29,171,Sikh,General,Widowed,Non-Veg,Hyderabad,Telangana,3,1,Teacher,Chess,Cooking,Photography,Looking For A Caring Partner.,Female,26,32,161,181,Sikh,Obc,Kottayam,Goa,Phd,25-40 Lpa
746,VEC_746,Eshana Rao,Female,34,186,Muslim,Obc,Widowed,Non-Veg,Hyderabad,Telangana,1,3,Software Engineer,Cycling,Cooking,Music,Love Books And Technology.,Male,29,39,176,196,Muslim,St,Mangalore,Kerala,Bachelor,10-15 Lpa
747,VEC_747,Mason Gaba,Male,36,181,Sikh,St,Single,Non-Veg,Bengaluru,Karnataka,2,5,Teacher,Painting,Yoga,Travel,Friendly And Optimistic.,Female,33,42,171,191,Christian,St,Kottayam,Kerala,Higher Secondary,3-5 Lpa
748,VEC_748,Robert Zachariah,Male,36,155,Muslim,General,Single,Non-Veg,Coimbatore,Tamil Nadu,2,1,Teacher,Football,Cricket,Swimming,Passionate About Learning.,Female,32,40,145,165,Jain,General,Kochi,Tamil Nadu,Bachelor,10-15 Lpa
749,VEC_749,Rehaan Dey,Male,22,189,Sikh,St,Single,Non-Veg,Kochi,Kerala,5,3,Government Employee,Reading,Travel,Movies,Career Focused With Strong Values.,Female,21,25,179,199,Hindu,St,Delhi,Maharashtra,Bachelor,5-10 Lpa
750,VEC_750,Zashil Pal,Male,43,168,Muslim,St,Divorced,Non-Veg,Hyderabad,Telangana,5,3,Data Analyst,Reading,Painting,Cycling,Love Books And Technology.,Female,38,46,158,178,Christian,Sc,Kozhikode,Tamil Nadu,Master,5-10 Lpa
751,VEC_751,Chandran Sarkar,Male,22,187,Sikh,Obc,Single,Eggetarian,Kochi,Kerala,1,3,Data Scientist,Music,Movies,Football,Friendly And Optimistic.,Female,21,27,177,197,Sikh,St,Kottayam,Goa,Phd,40+ Lpa
752,VEC_752,Bishakha Oak,Female,36,152,Muslim,Sc,Single,Veg,Panaji,Goa,1,3,Lawyer,Cycling,Movies,Painting,Love Travelling And Exploring.,Male,31,41,145,162,Sikh,Sc,Mangalore,Tamil Nadu,Bachelor,40+ Lpa
753,VEC_753,Omisha Balan,Female,45,186,Muslim,Sc,Divorced,Veg,Panaji,Goa,4,3,Teacher,Cricket,Movies,Reading,Simple And Family Oriented.,Male,42,48,176,196,Jain,St,Chennai,Tamil Nadu,Diploma,15-25 Lpa
754,VEC_754,Umang Swaminathan,Male,41,173,Christian,Sc,Single,Veg,Mumbai,Maharashtra,4,5,Business,Cricket,Cycling,Yoga,Looking For A Caring Partner.,Female,38,45,163,183,Jain,Sc,Hyderabad,Telangana,Phd,25-40 Lpa
755,VEC_755,Pranav Prashad,Male,35,187,Sikh,General,Divorced,Non-Veg,Hyderabad,Telangana,1,4,Government Employee,Chess,Cooking,Football,Career Focused With Strong Values.,Female,30,40,177,197,Sikh,Obc,Coimbatore,Maharashtra,Phd,5-10 Lpa
756,VEC_756,Idika Rai,Female,41,152,Christian,St,Divorced,Veg,Mangalore,Karnataka,5,2,Software Engineer,Travel,Swimming,Yoga,Looking For A Caring Partner.,Male,36,44,145,162,Sikh,General,Bengaluru,Kerala,Higher Secondary,10-15 Lpa
757,VEC_757,Neelima Koshy,Female,45,188,Jain,Obc,Widowed,Eggetarian,Kannur,Kerala,5,3,Doctor,Swimming,Reading,Photography,Looking For A Caring Partner.,Male,40,50,178,198,Christian,Obc,Hyderabad,Goa,Diploma,3-5 Lpa
758,VEC_758,Chakrika Loyal,Female,41,165,Muslim,Sc,Single,Eggetarian,Kannur,Kerala,3,6,Data Analyst,Photography,Reading,Music,Love Books And Technology.,Male,38,46,155,175,Muslim,Obc,Coimbatore,Kerala,Bachelor,10-15 Lpa
759,VEC_759,Ranveer Dube,Male,24,150,Muslim,General,Divorced,Non-Veg,Kottayam,Kerala,1,5,Professor,Travel,Music,Cooking,Enjoy Spending Time With Family.,Female,22,29,145,160,Jain,Sc,Pune,Kerala,Bachelor,3-5 Lpa
760,VEC_760,Nitara Patel,Female,27,184,Jain,General,Single,Veg,Coimbatore,Tamil Nadu,2,3,Teacher,Cooking,Cricket,Reading,Looking For A Caring Partner.,Male,22,31,174,194,Hindu,Sc,Bengaluru,Maharashtra,Master,3-5 Lpa
761,VEC_761,Chandani Ahluwalia,Female,27,189,Hindu,Obc,Widowed,Non-Veg,Chennai,Tamil Nadu,5,4,Lawyer,Swimming,Photography,Yoga,Friendly And Optimistic.,Male,23,30,179,199,Hindu,General,Mangalore,Tamil Nadu,Higher Secondary,25-40 Lpa
762,VEC_762,Vamakshi Parsa,Female,41,171,Christian,St,Single,Veg,Kannur,Kerala,1,5,Professor,Painting,Cricket,Reading,Career Focused With Strong Values.,Male,38,46,161,181,Sikh,Sc,Kottayam,Delhi,Higher Secondary,40+ Lpa
763,VEC_763,Dalaja Deo,Female,38,177,Hindu,Sc,Widowed,Veg,Coimbatore,Tamil Nadu,3,4,Teacher,Cooking,Reading,Music,Passionate About Learning.,Male,34,43,167,187,Hindu,Sc,Kottayam,Telangana,Bachelor,40+ Lpa
764,VEC_764,Idika Sankar,Female,21,168,Muslim,General,Divorced,Veg,Hyderabad,Telangana,1,3,Data Scientist,Cycling,Movies,Music,Friendly And Optimistic.,Male,21,24,158,178,Jain,Obc,Delhi,Maharashtra,Higher Secondary,5-10 Lpa
765,VEC_765,Samar Chauhan,Male,45,185,Jain,Sc,Widowed,Eggetarian,Mangalore,Karnataka,3,1,Lawyer,Football,Chess,Music,Simple And Family Oriented.,Female,41,50,175,195,Hindu,Sc,Chennai,Goa,Higher Secondary,5-10 Lpa
766,VEC_766,Chaitanya Pandya,Male,24,180,Sikh,General,Divorced,Veg,Kochi,Kerala,5,5,Business,Reading,Photography,Cycling,Career Focused With Strong Values.,Female,21,27,170,190,Muslim,General,Panaji,Maharashtra,Higher Secondary,15-25 Lpa
767,VEC_767,Nicholas Rajan,Male,26,182,Jain,Sc,Widowed,Eggetarian,Panaji,Goa,2,4,Professor,Travel,Painting,Reading,Looking For A Caring Partner.,Female,24,31,172,192,Muslim,St,Kozhikode,Maharashtra,Phd,10-15 Lpa
768,VEC_768,Mugdha Sachdev,Female,39,176,Muslim,General,Widowed,Non-Veg,Coimbatore,Tamil Nadu,3,6,Government Employee,Yoga,Cooking,Cricket,Enjoy Spending Time With Family.,Male,37,41,166,186,Sikh,Obc,Mumbai,Karnataka,Diploma,25-40 Lpa
769,VEC_769,Brijesh Kibe,Male,42,165,Muslim,Obc,Widowed,Veg,Mumbai,Maharashtra,1,6,Lawyer,Movies,Cricket,Reading,Love Travelling And Exploring.,Female,39,46,155,175,Hindu,General,Panaji,Tamil Nadu,Higher Secondary,40+ Lpa
770,VEC_770,Ranveer Gara,Male,31,163,Hindu,Sc,Divorced,Non-Veg,Hyderabad,Telangana,4,6,Professor,Photography,Movies,Cricket,Passionate About Learning.,Female,26,34,153,173,Muslim,Obc,Bengaluru,Karnataka,Diploma,40+ Lpa
771,VEC_771,Krish Mitra,Male,29,177,Sikh,St,Single,Veg,Hyderabad,Telangana,1,6,Accountant,Reading,Cooking,Football,Passionate About Learning.,Female,26,34,167,187,Hindu,Sc,Kannur,Karnataka,Bachelor,5-10 Lpa
772,VEC_772,Xiti Dhingra,Female,36,183,Christian,Sc,Widowed,Veg,Mumbai,Maharashtra,4,2,Data Analyst,Music,Yoga,Photography,Enjoy Spending Time With Family.,Male,31,40,173,193,Muslim,St,Kozhikode,Telangana,Diploma,3-5 Lpa
773,VEC_773,Fiyaz Saran,Male,33,164,Muslim,General,Divorced,Eggetarian,Panaji,Goa,3,5,Data Analyst,Chess,Football,Swimming,Career Focused With Strong Values.,Female,29,39,154,174,Christian,St,Kochi,Kerala,Phd,3-5 Lpa
774,VEC_774,Shivansh Mistry,Male,28,185,Muslim,St,Widowed,Veg,Mangalore,Karnataka,2,1,Data Scientist,Yoga,Football,Chess,Love Books And Technology.,Female,24,30,175,195,Sikh,Obc,Kannur,Kerala,Bachelor,40+ Lpa
775,VEC_775,Brinda Patel,Female,39,162,Jain,Sc,Single,Non-Veg,Mangalore,Karnataka,4,5,Business,Swimming,Painting,Football,Looking For A Caring Partner.,Male,35,41,152,172,Christian,Sc,Mangalore,Maharashtra,Diploma,25-40 Lpa
776,VEC_776,Krishna Tandon,Female,34,185,Hindu,Obc,Single,Non-Veg,Hyderabad,Telangana,1,2,Accountant,Reading,Cricket,Music,Love Books And Technology.,Male,32,36,175,195,Jain,St,Mumbai,Tamil Nadu,Diploma,40+ Lpa
777,VEC_777,Veer Chhabra,Male,24,152,Sikh,General,Divorced,Eggetarian,Coimbatore,Tamil Nadu,5,4,Business,Cooking,Reading,Yoga,Career Focused With Strong Values.,Female,21,27,145,162,Jain,General,Kottayam,Maharashtra,Bachelor,25-40 Lpa
778,VEC_778,Max Ahuja,Male,43,167,Hindu,St,Single,Non-Veg,Kozhikode,Kerala,3,1,Doctor,Chess,Movies,Swimming,Looking For A Caring Partner.,Female,39,45,157,177,Sikh,Sc,Coimbatore,Maharashtra,Master,25-40 Lpa
779,VEC_779,Ojas Rai,Male,41,186,Muslim,Obc,Single,Veg,Kochi,Kerala,1,6,Teacher,Reading,Swimming,Cooking,Looking For A Caring Partner.,Female,38,44,176,196,Muslim,Sc,Mangalore,Kerala,Master,5-10 Lpa
780,VEC_780,Thomas Natt,Male,44,163,Sikh,Obc,Widowed,Veg,Kochi,Kerala,2,4,Lawyer,Cycling,Swimming,Cooking,Simple And Family Oriented.,Female,41,48,153,173,Hindu,Obc,Panaji,Maharashtra,Master,3-5 Lpa
781,VEC_781,Ekansh Mital,Male,27,154,Sikh,Obc,Widowed,Veg,Mumbai,Maharashtra,3,6,Professor,Movies,Painting,Music,Friendly And Optimistic.,Female,22,30,145,164,Jain,Obc,Mangalore,Telangana,Diploma,25-40 Lpa
782,VEC_782,Irya Srinivas,Female,29,188,Muslim,St,Divorced,Non-Veg,Mangalore,Karnataka,5,4,Doctor,Travel,Cricket,Reading,Career Focused With Strong Values.,Male,26,31,178,198,Muslim,General,Hyderabad,Telangana,Master,40+ Lpa
783,VEC_783,Gaurang Rao,Male,38,164,Hindu,General,Single,Eggetarian,Kottayam,Kerala,5,1,Data Scientist,Football,Movies,Travel,Career Focused With Strong Values.,Female,34,42,154,174,Christian,Obc,Kannur,Kerala,Master,15-25 Lpa
784,VEC_784,Madhav Swaminathan,Male,43,190,Jain,St,Single,Non-Veg,Chennai,Tamil Nadu,5,1,Data Scientist,Music,Chess,Movies,Enjoy Spending Time With Family.,Female,40,47,180,200,Christian,General,Kochi,Maharashtra,Higher Secondary,3-5 Lpa
785,VEC_785,Nicholas Puri,Male,23,170,Jain,General,Single,Eggetarian,Mumbai,Maharashtra,2,4,Doctor,Movies,Cricket,Swimming,Enjoy Spending Time With Family.,Female,21,25,160,180,Jain,General,Mumbai,Tamil Nadu,Bachelor,10-15 Lpa
786,VEC_786,Shravya Patla,Female,37,168,Muslim,General,Widowed,Veg,Panaji,Goa,5,6,Government Employee,Football,Cooking,Cricket,Enjoy Spending Time With Family.,Male,33,42,158,178,Jain,General,Kannur,Tamil Nadu,Bachelor,25-40 Lpa
787,VEC_787,Harish Gole,Male,36,152,Hindu,General,Widowed,Veg,Mangalore,Karnataka,1,6,Data Analyst,Chess,Painting,Photography,Looking For A Caring Partner.,Female,31,40,145,162,Christian,General,Coimbatore,Goa,Phd,10-15 Lpa
788,VEC_788,Vihaan Kadakia,Male,39,157,Christian,Obc,Divorced,Non-Veg,Hyderabad,Telangana,1,3,Data Analyst,Travel,Painting,Movies,Love Travelling And Exploring.,Female,34,41,147,167,Jain,General,Panaji,Telangana,Higher Secondary,15-25 Lpa
789,VEC_789,Madhav Biswas,Male,40,189,Christian,General,Widowed,Eggetarian,Coimbatore,Tamil Nadu,5,2,Teacher,Chess,Photography,Yoga,Career Focused With Strong Values.,Female,38,44,179,199,Hindu,General,Bengaluru,Karnataka,Phd,3-5 Lpa
790,VEC_790,Zaid Dewan,Male,41,161,Muslim,Obc,Divorced,Eggetarian,Mangalore,Karnataka,2,5,Doctor,Chess,Photography,Cricket,Love Books And Technology.,Female,37,44,151,171,Muslim,General,Kannur,Goa,Master,25-40 Lpa
791,VEC_791,Kavya Krishnan,Female,37,186,Christian,St,Divorced,Veg,Panaji,Goa,1,2,Lawyer,Swimming,Football,Cricket,Love Travelling And Exploring.,Male,33,43,176,196,Sikh,Obc,Kottayam,Karnataka,Bachelor,3-5 Lpa
792,VEC_792,Udyati Purohit,Female,33,168,Christian,Sc,Divorced,Veg,Mumbai,Maharashtra,2,4,Business,Swimming,Painting,Movies,Friendly And Optimistic.,Male,29,39,158,178,Muslim,Sc,Kozhikode,Maharashtra,Higher Secondary,40+ Lpa
793,VEC_793,Udarsh Srinivas,Male,30,176,Jain,General,Single,Eggetarian,Hyderabad,Telangana,1,3,Business,Football,Cooking,Cricket,Love Travelling And Exploring.,Female,26,34,166,186,Muslim,St,Delhi,Maharashtra,Higher Secondary,40+ Lpa
794,VEC_794,Yashica Sahota,Female,42,190,Muslim,Obc,Single,Non-Veg,Kannur,Kerala,2,5,Data Analyst,Reading,Cooking,Travel,Friendly And Optimistic.,Male,40,47,180,200,Muslim,Obc,Pune,Kerala,Higher Secondary,3-5 Lpa
795,VEC_795,Radha Yadav,Female,44,157,Muslim,Obc,Widowed,Veg,Delhi,Delhi,2,4,Business,Chess,Reading,Yoga,Love Travelling And Exploring.,Male,39,48,147,167,Muslim,General,Bengaluru,Maharashtra,Higher Secondary,40+ Lpa
796,VEC_796,Chatura Kothari,Male,45,170,Jain,St,Widowed,Eggetarian,Kozhikode,Kerala,5,1,Software Engineer,Painting,Music,Photography,Love Travelling And Exploring.,Female,42,47,160,180,Hindu,General,Coimbatore,Maharashtra,Master,3-5 Lpa
797,VEC_797,Fiyaz Basu,Male,28,174,Sikh,Sc,Widowed,Non-Veg,Mumbai,Maharashtra,5,1,Lawyer,Cycling,Photography,Swimming,Simple And Family Oriented.,Female,25,33,164,184,Christian,Sc,Kannur,Kerala,Higher Secondary,10-15 Lpa
798,VEC_798,Noah Sani,Male,37,190,Hindu,Sc,Single,Veg,Mumbai,Maharashtra,4,5,Accountant,Football,Yoga,Cooking,Friendly And Optimistic.,Female,35,43,180,200,Muslim,St,Kozhikode,Tamil Nadu,Diploma,5-10 Lpa
799,VEC_799,Abdul Chaudhari,Male,35,167,Hindu,General,Divorced,Veg,Kottayam,Kerala,3,2,Professor,Cycling,Football,Painting,Love Books And Technology.,Female,33,39,157,177,Hindu,Sc,Kozhikode,Telangana,Master,15-25 Lpa
800,VEC_800,Janya Uppal,Female,37,156,Sikh,General,Single,Veg,Mumbai,Maharashtra,1,5,Business,Music,Cricket,Movies,Friendly And Optimistic.,Male,32,42,146,166,Jain,General,Pune,Kerala,Master,5-10 Lpa
801,VEC_801,Vansha Prasad,Female,44,163,Christian,Sc,Divorced,Veg,Kannur,Kerala,4,5,Professor,Music,Movies,Travel,Love Travelling And Exploring.,Male,39,50,153,173,Hindu,St,Panaji,Maharashtra,Master,15-25 Lpa
802,VEC_802,Vincent Tella,Male,37,166,Hindu,Obc,Divorced,Eggetarian,Delhi,Delhi,1,5,Accountant,Cooking,Cricket,Reading,Looking For A Caring Partner.,Female,33,41,156,176,Muslim,St,Panaji,Delhi,Phd,5-10 Lpa
803,VEC_803,Pooja Bakshi,Female,28,173,Hindu,General,Widowed,Non-Veg,Kottayam,Kerala,4,6,Software Engineer,Yoga,Cricket,Music,Simple And Family Oriented.,Male,24,34,163,183,Jain,General,Pune,Karnataka,Bachelor,25-40 Lpa
804,VEC_804,Charles Merchant,Male,29,187,Jain,St,Widowed,Eggetarian,Kozhikode,Kerala,4,6,Data Analyst,Football,Movies,Painting,Enjoy Spending Time With Family.,Female,27,35,177,197,Christian,Obc,Hyderabad,Maharashtra,Bachelor,25-40 Lpa
805,VEC_805,Chaman D’Alia,Female,25,171,Hindu,Sc,Widowed,Eggetarian,Panaji,Goa,2,2,Business,Yoga,Music,Cooking,Career Focused With Strong Values.,Male,22,28,161,181,Christian,Obc,Pune,Telangana,Master,25-40 Lpa
806,VEC_806,Owen Muni,Male,38,180,Hindu,St,Divorced,Veg,Hyderabad,Telangana,4,2,Business,Movies,Painting,Swimming,Passionate About Learning.,Female,35,44,170,190,Jain,Obc,Coimbatore,Goa,Phd,10-15 Lpa
807,VEC_807,Vedant Jhaveri,Male,42,185,Hindu,Sc,Divorced,Eggetarian,Delhi,Delhi,1,2,Government Employee,Football,Reading,Cooking,Love Books And Technology.,Female,38,44,175,195,Jain,Obc,Bengaluru,Delhi,Bachelor,25-40 Lpa
808,VEC_808,Owen Soni,Male,23,185,Christian,St,Widowed,Veg,Hyderabad,Telangana,2,1,Professor,Painting,Yoga,Football,Enjoy Spending Time With Family.,Female,21,25,175,195,Muslim,Obc,Pune,Delhi,Bachelor,25-40 Lpa
809,VEC_809,Urvashi Sethi,Female,29,162,Jain,Obc,Single,Eggetarian,Mumbai,Maharashtra,3,5,Data Analyst,Football,Cooking,Painting,Simple And Family Oriented.,Male,27,32,152,172,Sikh,Obc,Kochi,Kerala,Phd,15-25 Lpa
810,VEC_810,Bhavna Mital,Female,22,157,Muslim,General,Single,Eggetarian,Hyderabad,Telangana,2,5,Data Scientist,Football,Painting,Chess,Simple And Family Oriented.,Male,21,24,147,167,Sikh,General,Delhi,Goa,Bachelor,3-5 Lpa
811,VEC_811,Deepa Bajaj,Female,44,170,Muslim,Obc,Widowed,Non-Veg,Panaji,Goa,4,6,Teacher,Reading,Photography,Painting,Simple And Family Oriented.,Male,40,47,160,180,Christian,Sc,Kochi,Telangana,Master,15-25 Lpa
812,VEC_812,Darika Gala,Female,22,178,Sikh,Obc,Widowed,Veg,Hyderabad,Telangana,3,1,Professor,Movies,Cricket,Painting,Career Focused With Strong Values.,Male,21,27,168,188,Sikh,General,Kannur,Delhi,Phd,3-5 Lpa
813,VEC_813,Yauvani Ghosh,Female,37,184,Muslim,Obc,Divorced,Veg,Kozhikode,Kerala,1,2,Data Scientist,Cooking,Music,Travel,Friendly And Optimistic.,Male,34,40,174,194,Christian,St,Kottayam,Telangana,Phd,3-5 Lpa
814,VEC_814,Oni Sandhu,Female,26,156,Hindu,St,Single,Veg,Kottayam,Kerala,4,2,Professor,Music,Yoga,Movies,Friendly And Optimistic.,Male,23,31,146,166,Sikh,Sc,Bengaluru,Kerala,Diploma,5-10 Lpa
815,VEC_815,Kala Ravel,Female,30,166,Jain,Sc,Single,Veg,Kannur,Kerala,4,3,Professor,Yoga,Reading,Movies,Simple And Family Oriented.,Male,28,35,156,176,Christian,Sc,Kochi,Tamil Nadu,Master,5-10 Lpa
816,VEC_816,Idika Sankaran,Female,33,180,Sikh,St,Widowed,Eggetarian,Mumbai,Maharashtra,2,2,Doctor,Chess,Music,Movies,Simple And Family Oriented.,Male,30,35,170,190,Sikh,Obc,Kottayam,Goa,Diploma,10-15 Lpa
817,VEC_817,Amrita Hora,Female,44,181,Jain,St,Single,Non-Veg,Coimbatore,Tamil Nadu,2,5,Business,Football,Cricket,Swimming,Career Focused With Strong Values.,Male,41,50,171,191,Christian,St,Kochi,Karnataka,Diploma,25-40 Lpa
818,VEC_818,Upadhriti Ramachandran,Female,36,187,Sikh,St,Widowed,Veg,Panaji,Goa,4,4,Software Engineer,Chess,Cricket,Swimming,Love Books And Technology.,Male,31,39,177,197,Sikh,Obc,Pune,Kerala,Bachelor,3-5 Lpa
819,VEC_819,Jalsa Jha,Female,23,160,Christian,Sc,Widowed,Veg,Delhi,Delhi,1,4,Data Scientist,Movies,Travel,Swimming,Simple And Family Oriented.,Male,21,29,150,170,Sikh,General,Panaji,Karnataka,Master,25-40 Lpa
820,VEC_820,Azad Chaudry,Male,37,161,Christian,St,Divorced,Eggetarian,Panaji,Goa,1,5,Government Employee,Music,Yoga,Movies,Passionate About Learning.,Female,34,42,151,171,Jain,Sc,Pune,Delhi,Higher Secondary,5-10 Lpa
821,VEC_821,Qadim Nanda,Male,22,188,Jain,St,Widowed,Eggetarian,Kannur,Kerala,3,5,Data Analyst,Cricket,Football,Travel,Love Travelling And Exploring.,Female,21,28,178,198,Christian,General,Panaji,Kerala,Bachelor,10-15 Lpa
822,VEC_822,Vasudha Comar,Female,45,152,Hindu,Sc,Single,Veg,Panaji,Goa,5,4,Accountant,Cricket,Swimming,Photography,Love Books And Technology.,Male,40,48,145,162,Jain,Obc,Kochi,Delhi,Master,10-15 Lpa
823,VEC_823,Wishi Wable,Female,40,154,Sikh,St,Widowed,Eggetarian,Mumbai,Maharashtra,4,4,Professor,Cricket,Swimming,Football,Love Travelling And Exploring.,Male,35,46,145,164,Sikh,Obc,Kannur,Karnataka,Phd,25-40 Lpa
824,VEC_824,Rishi Ramanathan,Male,41,184,Hindu,St,Widowed,Veg,Hyderabad,Telangana,2,3,Software Engineer,Cycling,Swimming,Chess,Passionate About Learning.,Female,39,45,174,194,Sikh,St,Mumbai,Delhi,Bachelor,40+ Lpa
825,VEC_825,Priya Pandey,Female,21,157,Muslim,Sc,Divorced,Non-Veg,Delhi,Delhi,3,2,Professor,Movies,Cooking,Chess,Love Books And Technology.,Male,21,27,147,167,Sikh,Obc,Kannur,Karnataka,Phd,10-15 Lpa
826,VEC_826,Gabriel Mishra,Male,41,158,Christian,St,Single,Veg,Panaji,Goa,5,5,Doctor,Swimming,Chess,Yoga,Friendly And Optimistic.,Female,36,44,148,168,Christian,General,Panaji,Goa,Bachelor,5-10 Lpa
827,VEC_827,Ekani Munshi,Female,26,171,Muslim,St,Widowed,Veg,Panaji,Goa,2,3,Professor,Painting,Movies,Yoga,Friendly And Optimistic.,Male,24,29,161,181,Jain,General,Hyderabad,Goa,Master,10-15 Lpa
828,VEC_828,Kashvi Mody,Female,37,166,Hindu,Sc,Divorced,Eggetarian,Kozhikode,Kerala,3,3,Business,Painting,Chess,Cycling,Simple And Family Oriented.,Male,34,41,156,176,Jain,General,Panaji,Delhi,Phd,3-5 Lpa
829,VEC_829,Gavin Prakash,Male,26,153,Jain,Obc,Divorced,Veg,Hyderabad,Telangana,1,3,Business,Travel,Chess,Cycling,Love Books And Technology.,Female,22,28,145,163,Christian,Sc,Mangalore,Kerala,Bachelor,10-15 Lpa
830,VEC_830,Rishi Sahota,Male,44,161,Sikh,St,Widowed,Eggetarian,Kottayam,Kerala,1,2,Lawyer,Cycling,Yoga,Travel,Enjoy Spending Time With Family.,Female,40,46,151,171,Hindu,Sc,Kannur,Goa,Higher Secondary,10-15 Lpa
831,VEC_831,Rehaan Sampath,Male,26,179,Hindu,St,Widowed,Veg,Kannur,Kerala,5,6,Teacher,Painting,Yoga,Chess,Enjoy Spending Time With Family.,Female,24,30,169,189,Christian,Obc,Kozhikode,Maharashtra,Phd,25-40 Lpa
832,VEC_832,Widisha Yogi,Female,25,171,Hindu,Sc,Widowed,Eggetarian,Hyderabad,Telangana,4,4,Professor,Chess,Painting,Cricket,Enjoy Spending Time With Family.,Male,21,29,161,181,Muslim,Obc,Mangalore,Goa,Bachelor,25-40 Lpa
833,VEC_833,Geetika Suri,Female,38,190,Sikh,Sc,Divorced,Eggetarian,Panaji,Goa,5,3,Teacher,Cycling,Cricket,Yoga,Love Travelling And Exploring.,Male,34,44,180,200,Hindu,General,Pune,Goa,Master,10-15 Lpa
834,VEC_834,Ekaraj Grover,Male,22,152,Muslim,Obc,Single,Veg,Chennai,Tamil Nadu,2,6,Doctor,Movies,Cooking,Cycling,Friendly And Optimistic.,Female,21,24,145,162,Muslim,General,Coimbatore,Karnataka,Master,3-5 Lpa
835,VEC_835,Umang Bera,Male,38,161,Christian,Sc,Widowed,Eggetarian,Panaji,Goa,5,4,Lawyer,Swimming,Music,Cooking,Enjoy Spending Time With Family.,Female,35,43,151,171,Muslim,St,Mangalore,Goa,Master,40+ Lpa
836,VEC_836,Aarna Sundaram,Female,25,150,Muslim,Sc,Divorced,Veg,Panaji,Goa,1,5,Business,Movies,Cycling,Chess,Love Travelling And Exploring.,Male,23,28,145,160,Muslim,General,Kannur,Tamil Nadu,Phd,5-10 Lpa
837,VEC_837,Gunbir Rajagopalan,Male,40,155,Hindu,Obc,Divorced,Non-Veg,Panaji,Goa,4,2,Business,Reading,Painting,Football,Enjoy Spending Time With Family.,Female,36,42,145,165,Jain,Obc,Pune,Telangana,Master,25-40 Lpa
838,VEC_838,Samarth Swamy,Male,26,161,Christian,Sc,Widowed,Non-Veg,Panaji,Goa,5,6,Data Analyst,Cycling,Photography,Cricket,Enjoy Spending Time With Family.,Female,23,31,151,171,Muslim,General,Coimbatore,Tamil Nadu,Phd,3-5 Lpa
839,VEC_839,Vamakshi Suresh,Female,44,156,Muslim,St,Single,Eggetarian,Hyderabad,Telangana,4,2,Doctor,Painting,Reading,Chess,Enjoy Spending Time With Family.,Male,41,47,146,166,Sikh,Obc,Delhi,Goa,Phd,5-10 Lpa
840,VEC_840,Benjamin Balasubramanian,Male,26,159,Muslim,St,Single,Veg,Bengaluru,Karnataka,4,3,Government Employee,Yoga,Football,Cricket,Career Focused With Strong Values.,Female,22,29,149,169,Jain,Obc,Kozhikode,Tamil Nadu,Bachelor,40+ Lpa
841,VEC_841,Mugdha Bali,Female,39,184,Christian,Sc,Divorced,Veg,Panaji,Goa,4,6,Accountant,Travel,Cycling,Chess,Enjoy Spending Time With Family.,Male,36,42,174,194,Sikh,Sc,Kozhikode,Kerala,Phd,10-15 Lpa
842,VEC_842,Jeevika Yogi,Female,39,181,Muslim,St,Widowed,Eggetarian,Pune,Maharashtra,4,1,Teacher,Yoga,Cricket,Music,Love Travelling And Exploring.,Male,34,41,171,191,Muslim,General,Coimbatore,Tamil Nadu,Phd,15-25 Lpa
843,VEC_843,Hamsini Shankar,Female,27,181,Jain,Obc,Single,Veg,Panaji,Goa,1,6,Doctor,Cricket,Cycling,Movies,Love Travelling And Exploring.,Male,23,32,171,191,Hindu,Obc,Kannur,Kerala,Higher Secondary,10-15 Lpa
844,VEC_844,Yashodhara Chowdhury,Female,37,182,Christian,Obc,Widowed,Eggetarian,Delhi,Delhi,3,6,Professor,Chess,Yoga,Photography,Friendly And Optimistic.,Male,34,40,172,192,Jain,St,Kochi,Maharashtra,Higher Secondary,5-10 Lpa
845,VEC_845,Krish Peri,Male,28,174,Jain,Sc,Single,Non-Veg,Mangalore,Karnataka,1,3,Teacher,Swimming,Music,Yoga,Looking For A Caring Partner.,Female,26,30,164,184,Muslim,Obc,Pune,Goa,Phd,40+ Lpa
846,VEC_846,Urvi Kamdar,Female,23,169,Jain,Obc,Single,Eggetarian,Panaji,Goa,2,1,Government Employee,Travel,Photography,Cooking,Love Books And Technology.,Male,21,25,159,179,Muslim,St,Kottayam,Delhi,Higher Secondary,5-10 Lpa
847,VEC_847,Dalaja Kota,Female,44,159,Hindu,St,Divorced,Non-Veg,Kottayam,Kerala,2,1,Doctor,Music,Travel,Movies,Career Focused With Strong Values.,Male,42,46,149,169,Sikh,St,Kottayam,Tamil Nadu,Diploma,3-5 Lpa
